step,actor_loss,critic_loss,rewards
240,0.02928045392036438,0.0021792047191411257,-0.9930000000000007
480,0.03554350510239601,0.0009527880465611815,-0.9720000000000004
720,0.03961510211229324,0.0010007518576458097,-0.6000000000000005
960,0.03874986618757248,0.0008954014629125595,-0.9970000000000008
1200,0.03991846367716789,0.0007569686858914793,-0.5800000000000005
1440,0.04010009765625,0.0007594205671921372,-1.1370000000000005
1680,0.03934852406382561,0.0010865359799936414,-1.1630000000000007
1920,0.04164328798651695,0.0009992291452363133,-0.394999999999999
2160,0.04385095834732056,0.0012253354070708156,-1.1650000000000007
2400,0.04562632367014885,0.0009993284475058317,-0.9930000000000007
2640,0.04758625850081444,0.0008625444606877863,-0.396999999999999
2880,0.048969924449920654,0.0006811502971686423,-0.9930000000000007
3120,0.04751145467162132,0.0013246559537947178,-0.9930000000000007
3360,0.04852037504315376,0.0015325573040172458,-0.396999999999999
3600,0.05660996213555336,0.004144574981182814,-0.7940000000000006
3840,0.06653611361980438,0.0013979830546304584,-0.9940000000000007
4080,0.0717482939362526,0.0009551868424750865,-0.7950000000000006
4320,0.07427952438592911,0.0006728657754138112,-0.3020000000000004
4560,0.07542417198419571,0.0007311102235689759,-1.1099999999999994
4800,0.07723557949066162,0.001160976942628622,-0.7840000000000009
5040,0.07551192492246628,0.0019612398464232683,-0.7970000000000006
5280,0.0728018656373024,0.0008623916655778885,-0.20200000000000026
5520,0.07208516448736191,0.0011038800003007054,-0.47599999999999953
5760,0.07254794239997864,0.0008131323265843093,-0.7960000000000006
6000,0.07147549092769623,0.0012545328354462981,-0.9090000000000001
6240,0.07019215077161789,0.001106447190977633,-0.9890000000000005
6480,0.07158400118350983,0.0011369582498446107,-0.8190000000000003
6720,0.07318104058504105,0.0010680631967261434,-1.1590000000000007
6960,0.0749887079000473,0.001018580631352961,-0.9880000000000007
7200,0.0761176198720932,0.0008975120144896209,-0.9880000000000007
7440,0.07913807034492493,0.0011380191426724195,-1.019
7680,0.07798168808221817,0.00352613627910614,-1.1660000000000008
7920,0.08736774325370789,0.0020879509393125772,-1.1800000000000008
8160,0.09250769019126892,0.0011129587655887008,-0.6000000000000005
8400,0.09220666438341141,0.0008419658988714218,-1.0530000000000022
8640,0.0918971449136734,0.0017316059675067663,-0.0020000000000002837
8880,0.0878525972366333,0.001043710159137845,-1.0709999999999997
9120,0.08998803049325943,0.0009100439492613077,-1.1880000000000008
9360,0.08862988650798798,0.0010721759172156453,-0.8000000000000005
9600,0.08638022094964981,0.005250605288892984,-0.9930000000000007
9840,0.08542940020561218,0.001052602892741561,-0.8230000000000004
10080,0.08734775334596634,0.0012535473797470331,-0.7970000000000006
10320,0.08759371936321259,0.0011772309662774205,-0.7970000000000006
10560,0.08619069308042526,0.0015461116563528776,-0.7970000000000006
10800,0.08780205249786377,0.0013716351240873337,-0.7970000000000006
11040,0.08783987164497375,0.001873791217803955,-1.0340000000000011
11280,0.08937614411115646,0.0015172619605436921,-0.6000000000000005
11520,0.08560977876186371,0.0018510994268581271,-0.7960000000000006
11760,0.08496049046516418,0.002035329584032297,-0.21400000000000027
12000,0.08499698340892792,0.001327064703218639,-0.7380000000000015
12240,0.08583886921405792,0.00112201611045748,-0.9860000000000007
12480,0.08548416197299957,0.00152035360224545,-0.8540000000000004
12720,0.08755270391702652,0.0014201545855030417,-0.5910000000000005
12960,0.08461592346429825,0.0035868443083018064,-1.1620000000000008
13200,0.08263606578111649,0.0014252049149945378,-1.1920000000000008
13440,0.08068527281284332,0.0012636177707463503,-0.5930000000000006
13680,0.07566490769386292,0.001430543721653521,-0.403999999999999
13920,0.075895294547081,0.0018040633294731379,-0.9970000000000008
14160,0.07094059884548187,0.001422014320269227,-0.7810000000000007
14400,0.06994596868753433,0.001674687024205923,-0.6030000000000005
14640,0.0710984468460083,0.001504821702837944,-0.9490000000000002
14880,0.06846103072166443,0.002037961268797517,-0.399999999999999
15120,0.07047437131404877,0.0010613159975036979,-0.404999999999999
15360,0.0725349634885788,0.0012459701392799616,-0.3139999999999995
15600,0.07279621064662933,0.0012178524630144238,-0.7810000000000007
15840,0.07460202276706696,0.0010482246289029717,-0.3879999999999991
16080,0.07270944118499756,0.0010559172369539738,0.052000000000000976
16320,0.07342679798603058,0.0014227204956114292,-0.5850000000000006
16560,0.07193092256784439,0.0012367652961984277,-0.6010000000000005
16800,0.07237135618925095,0.0013183926930651069,-1.1790000000000007
17040,0.06882260739803314,0.002155852038413286,-1.1710000000000007
17280,0.0682772621512413,0.0019458865281194448,-1.1730000000000007
17520,0.06846216320991516,0.0017538325628265738,-1.1760000000000006
17760,0.06769146025180817,0.0011897650547325611,-1.1800000000000008
18000,0.06833644956350327,0.0014814407331869006,-0.5810000000000006
18240,0.06871417909860611,0.002225369680672884,-0.39799999999999897
18480,0.07098676264286041,0.0013668449828401208,-0.7440000000000005
18720,0.07019595801830292,0.0013605894055217505,-0.7960000000000006
18960,0.07155701518058777,0.001845211605541408,-0.9740000000000005
19200,0.0694206953048706,0.0014373678714036942,-0.9389999999999988
19440,0.06886351108551025,0.0014437504578381777,-0.7920000000000006
19680,0.0645216777920723,0.001897389185614884,-0.4209999999999991
19920,0.06188149377703667,0.0026205522008240223,-1.1800000000000008
20160,0.0598372183740139,0.0017102628480643034,-0.9930000000000007
20400,0.062447767704725266,0.0019483889918774366,-1.1230000000000004
20640,0.06153281033039093,0.0015845291782170534,-0.7850000000000006
20880,0.06142798811197281,0.001592690940015018,-0.9830000000000005
21120,0.06508786231279373,0.0011854617623612285,-1.0799999999999994
21360,0.06386727094650269,0.0013397688744589686,-1.1710000000000007
21600,0.06290633231401443,0.0014677704311907291,-0.6000000000000005
21840,0.061888761818408966,0.0017978895921260118,-0.6000000000000005
22080,0.06204461306333542,0.0013585439883172512,-0.5980000000000005
22320,0.06475675106048584,0.0021488547790795565,-0.6000000000000005
22560,0.060583509504795074,0.0016993199242278934,-0.9820000000000005
22800,0.06314506381750107,0.0013154910411685705,-0.7059999999999994
23040,0.059218209236860275,0.0011261033359915018,-0.6000000000000005
23280,0.056487832218408585,0.0015330486930906773,-0.2010000000000003
23520,0.05604314059019089,0.0017129097832366824,-0.7860000000000007
23760,0.05345211923122406,0.002538253553211689,-0.6000000000000005
24000,0.054159823805093765,0.004758820403367281,-0.7900000000000007
24240,0.05845259502530098,0.0016827717190608382,-0.6000000000000005
24480,0.059059057384729385,0.002104654209688306,-0.7910000000000006
24720,0.057557519525289536,0.001836666720919311,-0.6000000000000005
24960,0.057644594460725784,0.002080987673252821,-0.7960000000000006
25200,0.05424772948026657,0.001921932096593082,-0.7900000000000006
25440,0.05642564594745636,0.0015371859772130847,-0.7960000000000006
25680,0.05422019585967064,0.002039598533883691,-0.7970000000000006
25920,0.05555248633027077,0.0016690368065610528,-0.7740000000000011
26160,0.048150353133678436,0.0019927225075662136,-0.4429999999999993
26400,0.046550460159778595,0.005612953100353479,-1.1920000000000008
26640,0.05048650875687599,0.0015601870836690068,-0.7260000000000002
26880,0.04579077661037445,0.002096472540870309,-0.8830000000000002
27120,0.04642317816615105,0.003935832995921373,-0.9950000000000007
27360,0.04649976268410683,0.0039748759008944035,-0.7970000000000006
27600,0.037897560745477676,0.0022909624967724085,-0.9940000000000007
27840,0.03680611401796341,0.002216132590547204,-0.7980000000000006
28080,0.03810380771756172,0.00213078991509974,-0.7980000000000006
